OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed
36453,3499,KDYS,medium_airport,Dyess Air Force Base,32.420799,-99.854599,1789,NA,US,US-TX,Abilene,no,KDYS,DYS,DYS,http://www.dyess.af.mil/,https://en.wikipedia.org/wiki/Dyess_Air_Force_Base,,ABILENE APP/DEP,125,13500,300,PEM,1,0
36454,19681,KDYT,small_airport,Sky Harbor Airport,46.7219009399414,-92.0434036254883,610,NA,US,US-MN,Duluth,no,KDYT,,DYT,,,,DULUTH APP/DEP,125.45,5000,1500,WATER,0,0
36455,11812,KDZB,small_airport,Horseshoe Bay Resort Airpark,30.52709961,-98.35870361,1093,NA,US,US-TX,Horseshoe Bay,no,KDZB,,DZB,,,4XS7,UNICOM,122.8,5978,100,ASP,1,0
36456,18783,KDZJ,small_airport,Blairsville Airport,34.8550987243652,-83.9969024658203,1911,NA,US,US-GA,Blairsville,no,KDZJ,,DZJ,,,Formerly 46A,CTAF/UNICOM,122.8,3800,75,ASP,1,0
36458,19683,KE05,small_airport,Hatch Municipal Airport,32.661098480225,-107.19799804688,4080,NA,US,US-NM,Hatch,no,E05,,E05,,,,CTAF,122.9,4110,60,ASP,1,0
36459,19684,KE06,small_airport,Lea County-Zip Franklin Memorial Airport,32.95254,-103.40993,3979,NA,US,US-NM,Lovington,no,KE06,,E06,,https://en.wikipedia.org/wiki/Lea_County-Zip_Franklin_Memorial_Airport,,FORT WORTH CNTR,133.1,6000,75,ASP,1,0
36462,19687,KE14,small_airport,Ohkay Owingeh Airport,36.026133,-106.045443,5790,NA,US,US-NM,Espanola,no,E14,ESO,E14,,https://en.wikipedia.org/wiki/Ohkay_Owingeh_Airport,"Q14, Española",CTAF,122.9,3100,35,GRE,0,1
36463,19688,KE16,small_airport,San Martin Airport,37.08160019,-121.5970001,281,NA,US,US-CA,San Martin,no,E16,,E16,http://www.countyairports.org/san.html,https://en.wikipedia.org/wiki/South_County_Airport,"Q99, South County Airport of Santa Clara County",NORCAL APP/DEP,120.1,3100,75,ASP,1,0
36464,19689,KE19,small_airport,Gruver Municipal Airport,36.233699798584,-101.43199920654,3205,NA,US,US-TX,Gruver,no,E19,,E19,,,,ALBUQUERQUE CNTR,127.85,4698,60,ASP,1,0
36465,19690,KE24,small_airport,Whiteriver Airport,33.810175,-109.986555,5153,NA,US,US-AZ,Whiteriver,no,,WTR,E24,,https://en.wikipedia.org/wiki/Whiteriver_Airport,,CTAF/UNICOM,122.8,6288,75,ASP,1,0
36466,19691,KE25,small_airport,Wickenburg Municipal Airport,33.96889877,-112.7990036,2377,NA,US,US-AZ,Wickenburg,no,E25,,E25,http://www.ci.wickenburg.az.us/108/Airport,https://en.wikipedia.org/wiki/Wickenburg_Municipal_Airport,,CTAF/UNICOM,123,5050,75,ASP,1,0
36467,19692,KE26,small_airport,Lea County-Jal Airport,32.131099700928,-103.1549987793,3118,NA,US,US-NM,Jal,no,E26,,E26,,https://en.wikipedia.org/wiki/Lea_County-Jal_Airport,,CTAF,122.9,4704,60,ASP,1,0
36468,19693,KE30,small_airport,Bruce Field,31.674499511719,-99.976997375488,1738,NA,US,US-TX,Ballinger,no,E30,,E30,,,,SAN ANGELO APP/DEP,125.35,3906,60,ASP,1,0
36469,19694,KE34,small_airport,Smiley Johnson Municipal Airport Bass Field,34.911499,-100.869003,2833,NA,US,US-TX,Clarendon,no,KE34,,E34,,,,CTAF,122.9,4496,60,ASP,1,0
36470,19695,KE35,small_airport,Fabens Airport,31.517176,-106.146984,3679,NA,US,US-TX,Fabens,no,,,E35,,,,CTAF/UNICOM,122.8,4200,60,ASP,1,0
36471,19696,KE38,small_airport,Alpine Casparis Municipal Airport,30.3841991425,-103.683998108,4515,NA,US,US-TX,Alpine,no,,ALE,E38,http://www.ci.alpine.tx.us/airport.shtml,https://en.wikipedia.org/wiki/Alpine-Casparis_Municipal_Airport,,AWOS 3,119.025,6003,75,ASP,1,0
36472,19697,KE41,small_airport,Reagan County Airport,31.1989002228,-101.472999573,2706,NA,US,US-TX,Big Lake,no,E41,,E41,,,,FORT WORTH CNTR,126.15,3460,80,GRE,0,0
36473,19698,KE42,small_airport,Spearman Municipal Airport,36.221000671387,-101.19499969482,3090,NA,US,US-TX,Spearman,no,E42,,E42,,,,ALBUQUERQUE CNTR,127.85,5002,75,ASP,1,0
36474,19699,KE45,small_airport,Pine Mountain Lake Airport,37.861528,-120.178176,2930,NA,US,US-CA,Groveland,no,,,E45,http://www.pmlaa.org/fly-info.htm,https://en.wikipedia.org/wiki/Pine_Mountain_Lake_Airport,Q68,OAKLAND CNTR,126.85,3625,50,ASP,1,0
36475,19700,KE48,small_airport,Upton County Airport,31.125099,-102.224998,2433,NA,US,US-TX,McCamey,no,,,E48,,,,CTAF,122.9,4450,140,GRS,0,0
36476,19701,KE51,small_airport,Bagdad Airport,34.592796,-113.171993,4183,NA,US,US-AZ,Bagdad,no,,BGT,E51,,https://en.wikipedia.org/wiki/Bagdad_Airport,,CTAF,122.9,4575,60,ASP,1,0
36477,19702,KE52,small_airport,Oldham County Airport,35.230653,-102.398672,3995,NA,US,US-TX,Vega,no,KE52,,E52,,,,CTAF,122.9,4200,60,ASP,1,0
36478,19703,KE57,small_airport,Denver City Airport,32.976466,-102.84231,3575,NA,US,US-TX,Denver City,no,KE57,,E57,,,,CTAF/UNICOM,122.8,5780,50,ASP,1,0
36479,19704,KE60,small_airport,Eloy Municipal Airport,32.806999206543,-111.58699798584,1513,NA,US,US-AZ,Eloy,no,E60,,E60,http://eloyaz.gov/187/Airport,,,CTAF/UNICOM,122.8,3900,75,ASP,1,0
36480,19705,KE63,small_airport,Gila Bend Municipal Airport,32.95809937,-112.6780014,789,NA,US,US-AZ,Gila Bend,no,E63,,E63,,https://en.wikipedia.org/wiki/Gila_Bend_Municipal_Airport,,PRESCOTT RDO,122.1,5200,75,ASP,1,0
36481,19706,KE67,small_airport,Kearny Airport,33.04759979248,-110.90899658203,1833,NA,US,US-AZ,Kearny,no,E67,,E67,http://www.townofkearny.com/departments.html#airport,https://en.wikipedia.org/wiki/Kearny_Airport_(Arizona),,CTAF,122.95,3400,60,CON,0,0
36482,19707,KE77,small_airport,San Manuel Airport,32.636501312256,-110.64700317383,3274,NA,US,US-AZ,San Manuel,no,E77,,E77,,,,CTAF,122.9,4200,75,ASP,0,0
36483,19708,KE78,small_airport,Sells Airport,31.932899475098,-111.89399719238,2409,NA,US,US-AZ,Sells,no,E78,,E78,,,,CTAF,122.9,5830,60,ASP,0,0
36484,19709,KE80,small_airport,Belen Regional Airport,34.645198,-106.834,5194,NA,US,US-NM,Belen,no,KBRG,,BRG,https://www.belen-nm.gov/departments/airport/,,"E80, Alexander Municipal Airport",ALBUQUERQUE APP/DEP,123.9,6601,60,ASP,1,0
36485,19710,KE89,small_airport,Conchas Lake Airport,35.367866,-104.180881,4230,NA,US,US-NM,Conchas Dam,no,,,E89,,https://en.wikipedia.org/wiki/Conchas_Lake_Airport,,CTAF,122.9,4790,60,ASP,1,0
36486,19711,KE91,small_airport,Chinle Municipal Airport,36.110900878906,-109.57499694824,5547,NA,US,US-AZ,Chinle,no,E91,,E91,http://navajoairports.com/airports/chinle-municipal-airport,https://en.wikipedia.org/wiki/Chinle_Municipal_Airport,,CTAF,122.9,6900,60,ASP,1,0
36487,19712,KE95,small_airport,Benson Municipal Airport/Paul Kerchum Field,31.999396,-110.358224,3829,NA,US,US-AZ,Benson,no,KE95,,E95,http://www.cityofbenson.com/index.asp?SEC=8D68F1E2-1D01-4429-B1E0-949F9E69008B&DE=5535AE28-BE41-4B3B-AAB4-153C66567159&Type=B_BA,https://en.wikipedia.org/wiki/Benson_Municipal_Airport_(Arizona),,CTAF/UNICOM,122.8,4000,75,ASP,1,0
36488,19713,KE98,small_airport,Mid Valley Airpark,34.759799957275,-106.74500274658,4830,NA,US,US-NM,Los Lunas,no,E98,,E98,http://www.midvalleyairpark.com/,,,CTAF,122.9,4340,37,ASP,1,0
36490,19715,KEAN,small_airport,Phifer Airfield,42.0555,-104.929001,4776,NA,US,US-WY,Wheatland,no,KEAN,EAN,EAN,,,,CTAF,122.9,5900,75,ASP,1,0
36491,19716,KEAR,medium_airport,Kearney Regional Airport,40.727001,-99.006798,2131,NA,US,US-NE,Kearney,yes,KEAR,EAR,EAR,,https://en.wikipedia.org/wiki/Kearney_Municipal_Airport,,AWOS 3,123.875,4498,75,CON,1,0
36492,19717,KEAT,medium_airport,Pangborn Memorial Airport,47.3988990784,-120.207000732,1249,NA,US,US-WA,Wenatchee,no,KEAT,EAT,EAT,http://www.pangbornairport.com/,https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport,,ASOS,119.925,4460,150,ASP,0,0
36493,3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.8657989501953,-91.4842987060547,913,NA,US,US-WI,Eau Claire,yes,KEAU,EAU,EAU,,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,,MINNEAPOLIS APP/DEP,125.3,8101,150,CON,1,0
36494,19719,KEBG,small_airport,South Texas International at Edinburg Airport,26.4417,-98.1222,75,NA,US,US-TX,Edinburg,no,KEBG,,EBG,https://cityofedinburg.com/departments/airport/index.php,https://en.wikipedia.org/wiki/South_Texas_International_Airport_at_Edinburg,"25R, Edinburg International",AWOS 3,118.025,3200,150,ASP,0,1
36496,3502,KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11,NA,US,US-NC,Elizabeth City,no,KECG,ECG,ECG,http://www.ecgairport.com/,https://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport,,NORFOLK APP/DEP,119.55,4518,150,PEM,1,1
36497,46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,NA,US,US-FL,Panama City Beach,yes,KECP,ECP,ECP,http://iflybeaches.com,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport,,119.975,10000,,CON,1,0
36499,19722,KECU,small_airport,Edwards County Airport,29.9468994140625,-100.174003601074,2372,NA,US,US-TX,Rocksprings,no,KECU,,ECU,,,,DEL RIO APP,119.6,4050,50,ASP,1,0
36500,19723,KEDE,small_airport,Northeastern Regional Airport,36.0276985168,-76.5671005249,20,NA,US,US-NC,Edenton,no,KEDE,EDE,EDE,,https://en.wikipedia.org/wiki/Northeastern_Regional_Airport,"MCAS Edenton, NAAS Edenton",AWOS 3,121.125,6000,100,ASP,1,0
36501,19724,KEDG,small_airport,Weide (Aberdeen Proving Ground) Army Heliport,39.391602,-76.2911,21,NA,US,US-MD,Gunpowder,no,KEDG,,EDG,,,,POTOMAC APP/DEP,119,4618,88,ASP,1,0
36502,19725,KEDJ,small_airport,Bellefontaine Regional Airport,40.37229919,-83.81900024,1122,NA,US,US-OH,Bellefontaine,no,KEDJ,,EDJ,,,,DAYTON APP/DEP,127.65,5000,100,ASP,1,0
36503,19726,KEDN,small_airport,Enterprise Municipal Airport,31.29969978,-85.89990234,361,NA,US,US-AL,Enterprise,no,KEDN,ETS,EDN,,https://en.wikipedia.org/wiki/Enterprise_Municipal_Airport_(Alabama),,CAIRNS APP/DEP,133.45,5100,100,ASP,1,0
36504,3503,KEDW,medium_airport,Edwards Air Force Base,34.905399,-117.884003,2312,NA,US,US-CA,Edwards,no,KEDW,EDW,EDW,,https://en.wikipedia.org/wiki/Edwards_Air_Force_Base,,SPORT APP/DEP,132.75,12000,200,ASPH,0,0
36505,19727,KEED,medium_airport,Needles Airport,34.7663002014,-114.623001099,983,NA,US,US-CA,Needles,no,KEED,EED,EED,http://cms.sbcounty.gov/airports/Airports/Needles.aspx,https://en.wikipedia.org/wiki/Needles_Airport,Needles AAF,LOS ANGELES CNTR,134.65,4235,100,ASP,1,0
36506,3504,KEEN,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,488,NA,US,US-NH,Keene,no,KEEN,EEN,EEN,https://ci.keene.nh.us/keene-dillant-hopkins-airport,https://en.wikipedia.org/wiki/Dillant-Hopkins_Airport,,AWOS 3,119.025,6201,100,ASP,1,0
36507,19728,KEEO,small_airport,Meeker Airport,40.0488014221191,-107.886001586914,6421,NA,US,US-CO,Meeker,no,KEEO,,EEO,,,,ASOS,135.525,6500,60,ASP,1,0
36508,19729,KEET,medium_airport,Shelby County Airport,33.17699814,-86.78279877,586,NA,US,US-AL,Alabaster,no,KEET,,EET,https://al-shelbycountytourism.civicplus.com/index.aspx?nid=109,https://en.wikipedia.org/wiki/Shelby_County_Airport_(Alabama),21A,BIRMINGHAM APP/DEP,123.8,5000,75,ASPH-G,0,0
36509,19730,KEFC,small_airport,Belle Fourche Municipal Airport,44.73419952,-103.8619995,3191,NA,US,US-SD,Belle Fourche,no,KEFC,,EFC,,,,DENVER CNTR,127.95,4498,60,ASP,1,0
36510,19731,KEFD,medium_airport,Ellington Airport,29.6072998047,-95.1587982178,32,NA,US,US-TX,Houston,no,KEFD,EFD,EFD,,https://en.wikipedia.org/wiki/Ellington_Airport_(Texas),Ellington Field,HOUSTON APP DEP,134.45,8001,150,CON,1,1
36511,19732,KEFK,small_airport,Northeast Kingdom International Airport,44.888802,-72.229202,930,NA,US,US-VT,Newport,no,KEFK,EFK,EFK,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Vermont),Newport State Airport,AWOS 3,118.275,4000,100,ASP,0,0
36512,19733,KEFT,small_airport,Monroe Municipal Airport,42.6148986816406,-89.5904006958008,1086,NA,US,US-WI,Monroe,no,KEFT,,EFT,,,,ROCKFORD APP/DEP,126,3000,75,ASP,1,0
36513,19734,KEFW,small_airport,Jefferson Municipal Airport,42.0102005,-94.34259796,1044,NA,US,US-IA,Jefferson,no,KEFW,EFW,EFW,http://cityofjeffersoniowa.org/depts-airport.php,,Don Monthei Airfield,MINNEAPOLIS CNTR,134,3200,75,CON,1,0
36514,3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548,NA,US,US-CO,Eagle,yes,KEGE,EGE,EGE,http://www.eaglecounty.us/airport/,https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,,ATIS,135.575,9000,150,ASP,1,0
36515,19735,KEGI,medium_airport,Duke Field,30.65040016,-86.52290344,191,NA,US,US-FL,Crestview,no,KEGI,EGI,EGI,http://www.919sow.afrc.af.mil/,https://en.wikipedia.org/wiki/Duke_Field,Eglin AF Auxiliary Number 3,APP,37.915,8000,150,ASP,1,0
36517,19737,KEGT,small_airport,Wellington Municipal Airport,37.323600769043,-97.388298034668,1277,NA,US,US-KS,Wellington,no,KEGT,,EGT,,,,WICHITA APP/DEP,134.85,4201,100,CON,1,0
36518,19738,KEGV,small_airport,Eagle River Union Airport,45.9323005676,-89.2683029175,1642,NA,US,US-WI,Eagle River,no,KEGV,EGV,EGV,http://www.erairport.com/,https://en.wikipedia.org/wiki/Eagle_River_Union_Airport,,AWOS 3,118.325,5000,76,ASP,1,0
36519,19739,KEHA,small_airport,Elkhart Morton County Airport,37.000702,-101.879997,3622,NA,US,US-KS,Elkhart,no,KEHA,,EHA,,https://en.wikipedia.org/wiki/Elkhart%E2%80%93Morton_County_Airport,,KANSAS CITY CNTR,134,4900,60,ASP,1,0
36520,19740,KEHO,small_airport,Shelby-Cleveland County Regional Airport,35.25559998,-81.60099792,847,NA,US,US-NC,Shelby,no,KEHO,,EHO,,,,CHARLOTTE APP/DEP,134.75,5002,100,ASP,1,0
36521,19741,KEHR,small_airport,Henderson City County Airport,37.8078,-87.685699,387,NA,US,US-KY,Henderson,no,KEHR,,EHR,,,,EVANSVILLE APP/DEP,126.4,5504,100,ASP,1,0
36523,19743,KEIW,small_airport,County Memorial Airport,36.53530121,-89.59970093,296,NA,US,US-MO,New Madrid,no,KEIW,,EIW,,,,MEMPHIS CNTR,133.65,3203,60,ASP,1,0
36526,3507,KEKN,medium_airport,Elkins-Randolph County Regional Airport,38.889759,-79.857651,1987,NA,US,US-WV,Elkins,no,KEKN,EKN,EKN,http://www.elkinsairport.com/,,,CLARKSBURG APP/DEP,121.15,4501,140,ASP,1,0
36527,3508,KEKO,medium_airport,Elko Regional Airport,40.8249015808105,-115.791999816895,5140,NA,US,US-NV,Elko,yes,KEKO,EKO,EKO,,https://en.wikipedia.org/wiki/Elko_Regional_Airport,,ASOS,119.275,7214,150,ASP,1,0
36528,19746,KEKQ,small_airport,Wayne County Airport,36.8553009033203,-84.8561019897461,963,NA,US,US-KY,Monticello,no,KEKQ,,EKQ,,,,ASOS,118.825,4000,75,ASP,1,0
36529,19747,KEKS,small_airport,Ennis Big Sky Airport,45.271801,-111.649002,5423,NA,US,US-MT,Ennis,no,KEKS,,EKS,,,5U3,CTAF/UNICOM,122.8,6600,75,ASP,1,0
36530,19748,KEKX,small_airport,Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,775,NA,US,US-KY,Elizabethtown,no,KEKX,EKX,EKX,http://www.ekxairport.com/,https://en.wikipedia.org/wiki/Elizabethtown_Regional_Airport,,LOUISVILLE APP/DEP,123.675,6001,100,ASP,1,0
36531,19749,KEKY,small_airport,Bessemer Airport,33.312901,-86.925903,700,NA,US,US-AL,Bessemer,no,KEKY,,EKY,https://www.bessemerairportauthority.com/,https://en.wikipedia.org/wiki/Bessemer_Airport,2A3,BIRMINGHAM APP/DEP,124.9,6007,100,ASP,1,0
36532,19750,KELA,small_airport,Eagle Lake Airport,29.6005992889,-96.3218994141,184,NA,US,US-TX,Eagle Lake,no,KELA,ELA,ELA,,,,HOUSTON CNTR,128.6,3801,60,ASP,1,0
36533,3509,KELD,medium_airport,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,277,NA,US,US-AR,El Dorado,yes,KELD,ELD,ELD,,https://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field,,FORT WORTH CNTR,126.32,6600,150,ASP,1,0
36534,19751,KELK,small_airport,Elk City Regional Business Airport,35.43080139,-99.39430237,2013,NA,US,US-OK,Elk City,no,KELK,ELK,ELK,http://www.elkcityairport.com/default.htm,https://en.wikipedia.org/wiki/Elk_City_Regional_Business_Airport,,FORT WORTH CNTR,128.4,5400,75,CON,1,0
36536,19752,KELN,small_airport,Bowers Field,47.03300095,-120.5309982,1764,NA,US,US-WA,Ellensburg,no,KELN,ELN,ELN,http://www.wsdot.wa.gov/aviation/AllStateAirports/Ellensburg_BowersField.htm,https://en.wikipedia.org/wiki/Bowers_Airport,Ellensburg Army Airfield,ASOS,118.375,5590,150,ASP,0,0
36537,3511,KELO,medium_airport,Ely Municipal Airport,47.82450104,-91.83070374,1456,NA,US,US-MN,Ely,no,KELO,LYU,ELO,http://www.ely.mn.us/index.asp?Type=B_BASIC&SEC=%7B936B252D-C48B-42BD-B996-37F320A6CFF7%7D,https://en.wikipedia.org/wiki/Ely_Municipal_Airport,,AWOS 3,132.025,5600,100,ASP,1,0
36538,3512,KELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,NA,US,US-TX,El Paso,yes,KELP,ELP,ELP,,https://en.wikipedia.org/wiki/El_Paso_International_Airport,,APP,119.15,12020,150,ASP,1,0
36539,19753,KELY,medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,6259,NA,US,US-NV,Ely,no,KELY,ELY,ELY,,https://en.wikipedia.org/wiki/Ely_Airport,,ASOS,120.625,4814,60,ASP,1,0
36540,19754,KELZ,small_airport,Wellsville Municipal Airport - Tarantine Field,42.109501,-77.989998,2124,NA,US,US-NY,Wellsville,no,KELZ,ELZ,ELZ,,https://en.wikipedia.org/wiki/Wellsville_Municipal_Airport,,ASOS,119.275,5302,100,ASP,1,0
36542,19756,KEMP,small_airport,Emporia Municipal Airport,38.3320999146,-96.1912002563,1208,NA,US,US-KS,Emporia,no,KEMP,EMP,EMP,http://visitors.emporia-kansas.gov/index.php/emporia-municipal-airport,https://en.wikipedia.org/wiki/Emporia_Municipal_Airport,,KANSAS CITY CNTR,127.725,4999,100,ASP,1,0
36543,19757,KEMT,small_airport,San Gabriel Valley Airport,34.086102,-118.035004,296,NA,US,US-CA,El Monte,no,KEMT,EMT,EMT,http://www.americanairports.com/Locations/EMTElMonteAirportCA.aspx,https://en.wikipedia.org/wiki/El_Monte_Airport,El Monte Airport,SOCAL APP/DEP,125.5,3995,75,ASP,1,0
36544,19758,KEMV,small_airport,Emporia Greensville Regional Airport,36.6869010925293,-77.4828033447266,127,NA,US,US-VA,Emporia,no,KEMV,,EMV,,,,AWOS 3,124.175,5044,100,ASP,1,0
36545,3513,KEND,medium_airport,Vance Air Force Base,36.339199,-97.916496,1307,NA,US,US-OK,Enid,no,KEND,END,END,http://www.vance.af.mil/,https://en.wikipedia.org/wiki/Vance_Air_Force_Base,,APP,118.075,4971,150,PEM,0,1
36546,19759,KENL,small_airport,Centralia Municipal Airport,38.515099,-89.091103,534,NA,US,US-IL,Centralia,no,KENL,ENL,ENL,https://seecentralia.com/municipal-airport/,https://en.wikipedia.org/wiki/Centralia_Municipal_Airport,,AWOS 3,121.125,3300,60,ASP,1,0
36547,19760,KENV,medium_airport,Wendover Airport,40.7187004089,-114.03099823,4237,NA,US,US-UT,Wendover,no,KENV,ENV,ENV,,https://en.wikipedia.org/wiki/Wendover_Airport,Wendover AFB,AWOS 3,135.075,8000,150,ASP,1,0
36548,3514,KENW,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,742,NA,US,US-WI,Kenosha,no,KENW,ENW,ENW,http://www.kenosha.org/departments/airport/,https://en.wikipedia.org/wiki/Kenosha_Regional_Airport,,MILWAUKEE APP/DEP,120.15,5499,100,CONC-G,1,0
36549,18557,KEOE,small_airport,Newberry County Airport,34.30929947,-81.63970184,570,NA,US,US-SC,Newberry,no,KEOE,,EOE,,,Formerly 27J,COLUMBIA APP/DEP,133.4,3498,60,ASP,1,0
36550,19761,KEOK,small_airport,Keokuk Municipal Airport,40.4598999023,-91.4284973145,671,NA,US,US-IA,Keokuk,no,KEOK,EOK,EOK,http://www.cityofkeokuk.org/airport.html,https://en.wikipedia.org/wiki/Keokuk_Municipal_Airport,,AWOS 3,118.375,5500,100,CON,1,0
36551,19762,KEOP,small_airport,Pike County Airport,39.1669006347656,-82.9281997680664,660,NA,US,US-OH,Waverly,no,KEOP,,EOP,,,,INDIANAPOLIS CNTR,127.1,4900,75,ASP,1,0
36552,19763,KEOS,small_airport,Neosho Hugh Robinson Airport,36.8107986450195,-94.3917007446289,1255,NA,US,US-MO,Neosho,no,KEOS,,EOS,,,,KANSAS CITY CNTR,128.6,5001,100,ASP,1,0
36553,19764,KEPH,small_airport,Ephrata Municipal Airport,47.307598,-119.515999,1276,NA,US,US-WA,Ephrata,no,KEPH,EPH,EPH,http://www.portofephrata.com/index.htmlA,https://en.wikipedia.org/wiki/Ephrata_Municipal_Airport,,GRANT CO APP/DEP,126.4,5500,75,ASPH-F,0,0
36554,19765,KEPM,small_airport,Eastport Municipal Airport,44.910099029541,-67.0127029418945,45,NA,US,US-ME,Eastport,no,KEPM,,EPM,,,,AWOS A,26,4000,75,ASP,1,0
36555,19766,KEQA,small_airport,Captain Jack Thomas El Dorado Airport,37.7741012573,-96.8175964355,1378,NA,US,US-KS,El Dorado,no,KEQA,EDK,EQA,http://www.eldoks.com/Airport%20Cover.html,https://en.wikipedia.org/wiki/Captain_Jack_Thomas/El_Dorado_Airport,,WICHITA APP/DEP,134.8,4205,75,ASP,1,0
36556,19767,KEQY,small_airport,Charlotte-Monroe Executive Airport,35.01879883,-80.62020111,679,NA,US,US-NC,Monroe,no,KEQY,,EQY,,https://en.wikipedia.org/wiki/Monroe_Regional_Airport_(North_Carolina),,CHARLOTTE APP/DEP,120.05,5500,75,ASP,1,0
36557,3515,KERI,medium_airport,Erie International Tom Ridge Field,42.083127,-80.173867,732,NA,US,US-PA,Erie,yes,KERI,ERI,ERI,,https://en.wikipedia.org/wiki/Erie_International_Airport,,APP/DEP,121,3508,150,ASP,1,0
36558,19768,KERV,small_airport,Kerrville / Kerr County Airport at Louis Schreiner Field,29.9767,-99.085701,1617,NA,US,US-TX,Kerrville,no,KERV,ERV,ERV,http://www.co.kerr.tx.us/airport/,https://en.wikipedia.org/wiki/Kerrville_Municipal_Airport,Kerrville Municipal Airport,AWOS 3,118.125,4047,60,ASP,1,0
36560,19770,KESC,small_airport,Delta County Airport,45.7226982117,-87.0936965942,609,NA,US,US-MI,Escanaba,no,KESC,ESC,ESC,,https://en.wikipedia.org/wiki/Delta_County_Airport,,AWOS 3,121.425,6501,150,ASP,1,0
36561,3516,KESF,medium_airport,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,112,NA,US,US-LA,Alexandria,no,KESF,ESF,ESF,http://www.alexandria-louisiana.com/esler-field-louisiana.htm,https://en.wikipedia.org/wiki/Esler_Airfield,"Camp Beauregard Army Field, Esler Army Airfield",POLK APP/DEP,132.05,5999,150,ASP,1,0
36562,19771,KESN,small_airport,Easton Airport / Newnam Field,38.804199,-76.069,72,NA,US,US-MD,Easton,no,KESN,ESN,ESN,http://eastonairport.com/,https://en.wikipedia.org/wiki/Easton_Airport_(Maryland),,POTOMAC APP/DEP,124.55,5500,100,ASP,1,0
36564,19773,KETB,small_airport,West Bend Municipal Airport,43.422278,-88.128966,887,NA,US,US-WI,West Bend,no,KETB,ETB,ETB,http://www.ci.west-bend.wi.us/Airport/,https://en.wikipedia.org/wiki/West_Bend_Municipal_Airport,,MILWAUKEE APP/DEP,125.35,3897,75,ASP,1,0
36565,19774,KETC,small_airport,Tarboro Edgecombe Airport,35.9370994567871,-77.5466003417969,53,NA,US,US-NC,Tarboro,no,KETC,,ETC,,,,WASHINGTON APP/DEP,135.3,4000,60,ASP,1,0
36567,19776,KETN,small_airport,Eastland Municipal Airport,32.4135017395,-98.8097991943,1464,NA,US,US-TX,Eastland,no,KETN,ETN,ETN,,,,FORT WORTH CNTR,127.15,4020,60,ASP,1,0
36568,19777,KEUF,small_airport,Weedon Field,31.9512996674,-85.1288986206,285,NA,US,US-AL,Eufaula,no,KEUF,EUF,EUF,,https://en.wikipedia.org/wiki/Weedon_Field,,ATLANTA APP/DEP,125.5,5000,100,ASP,1,0
36569,3517,KEUG,medium_airport,Mahlon Sweet Field,44.1245994567871,-123.21199798584,374,NA,US,US-OR,Eugene,yes,KEUG,EUG,EUG,,https://en.wikipedia.org/wiki/Eugene_Airport,,CASCADE APP/DEP,119.6,5228,150,ASP,0,1
36570,19778,KEUL,small_airport,Caldwell Executive Airport,43.641899,-116.636002,2432,NA,US,US-ID,Caldwell,no,KEUL,,EUL,,https://en.wikipedia.org/wiki/Caldwell_Executive_Airport,"Caldwell Industrial, Treasure Valley Executive",BOISE APP/DEP,119.6,5500,100,ASP,1,0
36571,19779,KEVB,small_airport,New Smyrna Beach Municipal Airport,29.0557,-80.948898,10,NA,US,US-FL,New Smyrna Beach,no,KEVB,,EVB,https://www.cityofnsb.com/directory.aspx?did=17,https://en.wikipedia.org/wiki/New_Smyrna_Beach_Municipal_Airport,"34J, Jack Bolt Field",DAYTONA APP/DEP,125.35,4000,100,ASP,0,0
36573,19781,KEVU,small_airport,Northwest Missouri Regional Airport,40.35250092,-94.91500092,1145,NA,US,US-MO,Maryville,no,KEVU,,EVU,,,,AWOS 3,118.225,4000,75,CON,1,0
36574,3518,KEVV,medium_airport,Evansville Regional Airport,38.0369987488,-87.5324020386,418,NA,US,US-IN,Evansville,yes,KEVV,EVV,EVV,,https://en.wikipedia.org/wiki/Evansville_Regional_Airport,,041-219°,124.025,8021,150,ASP,1,0
